SL no,S/C No.,Name,Address,Phase,Meter Number ,Service Connection number
454,4483,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-208,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676219,95790074483
455,4484,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-209,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676220,95790074484
456,4485,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-210,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676221,95790074485
457,4486,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-211,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676222,95790074486
458,4487,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-301,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676223,95790074487
459,4488,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-302,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676224,95790074488
460,4489,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-303,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676225,95790074489
461,4490,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-304,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676226,95790074490
462,4491,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-305,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676227,95790074491
463,4492,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-306,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676228,95790074492
464,4493,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-307,casa Grande Homes Pvt.ltd.,kanathur Reddy Kuppam ,",1,5676229,95790074493
465,4494,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-308,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676230,95790074494
466,4495,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-309,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676231,95790074495
467,4496,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-310,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676232,95790074496
468,4497,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-311,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676233,95790074497
469,4498,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-401,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676234,95790074498
470,4499,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-402,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676235,95790074499
471,4500,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-403,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676236,95790074500
472,4501,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-404,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676237,95790074501
473,4502,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-405,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676238,95790074502
474,4503,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-406,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676239,95790074503
475,4504,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-407,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676240,95790074504
476,4505,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-408,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676241,95790074505
477,4506,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-409,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676242,95790074506
478,4507,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-410,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676243,95790074507
479,4508,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-411,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676244,95790074508
480,4509,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-501,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676245,95790074509
481,4510,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-502,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676246,95790074510
482,4511,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-503,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676247,95790074511
483,4512,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-504,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676248,95790074512
484,4513,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-505,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5676249,95790074513
485,4514,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-506,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5676250,95790074514
486,4515,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-507,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5673264,95790074515
487,4516,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-508,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5673285,95790074516
488,4517,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-509,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675701,95790074517
489,4518,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-510,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675702,95790074518
490,4519,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-511,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675703,95790074519
491,4520,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-601,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675704,95790074520
492,4521,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-602,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675705,95790074521
493,4522,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-603,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675706,95790074522
494,4523,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-604,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675707,95790074523
495,4524,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-605,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675708,95790074524
496,4525,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-606,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675709,95790074525
497,4526,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-607,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675710,95790074526
498,4527,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-608,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675711,95790074527
499,4528,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-609,casa Grande Homes Pvt.ltd.,kanathur Reddy Kuppam ,",1,5675712,95790074528
500,4529,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-610,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675713,95790074529
501,4530,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-611,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675714,95790074530
502,4531,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-701,casa Grande Homes Pvt.ltd.,,kanathur Reddy Kuppam",1,5675715,95790074531
503,4532,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-702,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675716,95790074532
504,4533,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-703,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675717,95790074533
505,4534,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-704,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675718,95790074534
506,4535,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-705,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675719,95790074535
507,4536,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-706,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675720,95790074536
508,4537,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-707,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675721,95790074537
509,4538,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-708,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675722,95790074538
510,4539,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-709,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675723,95790074539
511,4540,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-710,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675724,95790074540
512,4541,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-711,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675725,95790074541
513,4542,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-801,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675726,95790074542
514,4543,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-802,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675727,95790074543
515,4544,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-803,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675728,95790074544
516,4545,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-804,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675729,95790074545
517,4546,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-805,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675730,95790074546
518,4547,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-806,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675731,95790074547
519,4548,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-807,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675732,95790074548
520,4549,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-808,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675733,95790074549
521,4550,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-811,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675734,95790074550
522,4551,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-901,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675735,95790074551
523,4552,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-902,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675736,95790074552
524,4553,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-903,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675737,95790074553
525,4554,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-904,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675738,95790074554
526,4555,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-905,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675739,95790074555
527,4556,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-906,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675740,95790074556
528,4557,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-907,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675741,95790074557
529,4558,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-908,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675742,95790074558
530,4559,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-909,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675743,95790074559
531,4560,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-910,casa Grande Homes Pvt. Ltd.,kanathur Reddy Kuppam",1,5675744,95790074560
532,4561,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-911,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kupp",1,5675745,95790074561
533,4562,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1001,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5675746,95790074562
534,4563,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1002,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5675747,95790074563
535,4564,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1003,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5675748,95790074564
536,4565,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1004,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5675749,95790074565
537,4566,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1005,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5675750,95790074566
538,4567,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1006,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670701,95790074567
539,4568,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1007,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670702,95790074568
540,4569,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1008,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670703,95790074569
541,4570,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1009,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670704,95790074570
542,4571,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1010,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670705,95790074571
543,4572,Casa Grande Homes Pvt. Ltd.,"J-1011,casa Grande Homes ,kanathur,thirupporur",1,5670706,95790074572
544,4573,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1101,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670707,95790074573
545,4574,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1102,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670708,95790074574
546,4575,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1103,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670709,95790074575
547,4576,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1104,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670710,95790074576
548,4577,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1105,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670711,95790074577
549,4578,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1106,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670712,95790074578
550,4579,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1107,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670713,95790074579
551,4580,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1108,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670714,95790074580
552,4581,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1109,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670715,95790074581
553,4582,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1110,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670716,95790074582
554,4583,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1111,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670717,95790074583
555,4584,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1201,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670718,95790074584
556,4585,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1202,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670719,95790074585
557,4586,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1203,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670720,95790074586
558,4587,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1204,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670721,95790074587
559,4588,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1205,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670722,95790074588
560,4589,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1206,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670723,95790074589
561,4590,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1207,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670724,95790074590
562,4591,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1208,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670725,95790074591
563,4592,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1209,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670726,95790074592
564,4593,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1210,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670727,95790074593
565,4594,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1211,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670728,95790074594
566,4595,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1301,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670729,95790074595
567,4596,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1302,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670730,95790074596
568,4597,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1303,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670731,95790074597
569,4598,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1304,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670732,95790074598
570,4599,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1305,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670733,95790074599
571,4600,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1306,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670734,95790074600
572,4601,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1307,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670735,95790074601
573,4602,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1308,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670736,95790074602
574,4603,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1309,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670737,95790074603
575,4604,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1310,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670738,95790074604
576,4605,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1311,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670739,95790074605
577,4606,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1401,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670740,95790074606
578,4607,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1402,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670741,95790074607
579,4608,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1403,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670742,95790074608
580,4609,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1404,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670743,95790074609
581,4610,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1405,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670744,95790074610
582,4611,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1406,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670745,95790074611
583,4612,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1407,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670746,95790074612
584,4613,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1408,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670747,95790074613
585,4614,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1409,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670748,95790074614
586,4615,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1410,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670749,95790074615
587,4616,Casa Grande Homes Pvt. Ltd.,"M/s.s.prabhu Kumar,j-1411,s.no.35/2a2,2b2,36/2b,3,37/1,2,kanathur Reddy Kup",1,5670750,95790074616
